id,name,subsidiary,therapeutic_area,category,type,tagline,overview,features,indication,patient_population,specs,reg_notes,image,tier,classification,business_segment,applicable_departments,model_numbers,development_status,status,fda,fda_cert,fda_qualifier,ce,ce_cert,ce_qualifier,nmpa,nmpa_cert,nmpa_qualifier,pmda,pmda_cert,pmda_qualifier,tga,tga_cert,tga_qualifier
sleekflow-arterial-cannula,SleekFlow® (AO) Arterial Cannula,MicroPort Surgical,Emergency and Critical Care,Extracorporeal life support,Arterial cannula,Arterial cannula for blood inflow during extracorporeal circulation,The SleekFlow® (AO) Arterial Cannula connects pipes and blood vessels during extracorporeal circulation to facilitate blood flow into the body.,Plastic straight-tip and plastic curved-tip options | Nine straight-tip sizes (Fr8–Fr24) | Six curved-tip sizes (Fr14–Fr24),Arterial blood inflow connection during extracorporeal circulation,,Plastic straight tip: Fr8–Fr24 (9 sizes) | Plastic curved tip: Fr14–Fr24 (6 sizes),NMPA 20173100951.,sleekflow-arterial-cannula.jpg,,,,General Surgery Department,Plastic straight tip: Fr8~Fr24 (9 sizes) | Plastic curved tip: Fr14~Fr24 (6 sizes),,ACTIVE,,,,,,,cleared,,,,,,,,
sleekflow-vent-catheter,SleekFlow® (CC-LT) Vent Catheter,MicroPort Surgical,Emergency and Critical Care,Extracorporeal life support,Vent catheter,Cardiac surgery vent catheter for blood extraction from the chest cavity,The SleekFlow® (CC-LT) Vent Catheter is used in cardiac surgery to extract blood that obstructs infusion from the chest cavity outside the heart.,"Three size ranges for adult, pediatric, and infant patients",Extraction of blood obstructing infusion from the chest cavity outside the heart during cardiac surgery,"Adult, pediatric, and infant patients",Adult: OD 5.8 ± 0.5 mm | Pediatric: OD 4.5 ± 0.5 mm | Infant: OD 4.0 ± 0.5 mm,NMPA 20153101164.,sleekflow-vent-catheter.jpg,,,,General Surgery Department,Adult-OD 5.8±0.5mm | Pediatric-OD 4.5±0.5mm | Infant-OD 4.0±0.5mm,,ACTIVE,,,,,,,cleared,,,,,,,,
sleekflow-suction-wand,SleekFlow® (CC-RT) Suction Wand,MicroPort Surgical,Emergency and Critical Care,Extracorporeal life support,Suction wand,Peripheral blood drainage or perfusion suction catheter for cardiac surgery,The SleekFlow® (CC-RT) Suction Wand is used for peripheral blood vessel drainage or perfusion.,Rigid and flexible catheter options | Adult and pediatric sizes,Peripheral blood vessel blood drainage or perfusion,Adult and pediatric patients,Rigid Suction Catheter: Adult/Pediatric | Flexible Suction Catheter: Adult/Pediatric,NMPA 20153101936.,sleekflow-suction-wand.jpg,,,,General Surgery Department,Rigid Suction Catheter (Adult/Pediatric) | Flexible Suction Catheter (Adult/Pediatric),,ACTIVE,,,,,,,cleared,,,,,,,,
sleekflow-venous-return-cannula,SleekFlow® (CV) Venous Return Cannula,MicroPort Surgical,Emergency and Critical Care,Extracorporeal life support,Venous return cannula,Venous cannula for blood outflow from the body during extracorporeal circulation,The SleekFlow® (CV) Venous Return Cannula connects pipelines and blood vessels during extracorporeal circulation to facilitate blood flow from the body.,"Single-stage and two-stage configurations | Straight-tip, plastic curved-tip, and metal curved-tip single-stage options | Wide two-stage size range",Venous blood drainage connection during extracorporeal circulation,,Single Stage: plastic straight tip / plastic curved tip / metal curved tip | Two Stage: Fr14–Fr42 | Fr24/28–Fr38/50,NMPA 20173100952.,sleekflow-venous-return-cannula.jpg,,,,General Surgery Department,Single Stage: Plastic straight tip / Plastic curved tip / Metal curved tip | Two Stage sizes: Fr14~Fr42 | Fr24/28~Fr38/50,,ACTIVE,,,,,,,cleared,,,,,,,,
sleekflow-ultra,SleekFlow® Ultra,MicroPort Surgical,Emergency and Critical Care,Extracorporeal life support,Arterial and venous cannula,High-precision arterial and venous cannulas optimizing cardiac surgical visibility,"The SleekFlow® Ultra is a family of arterial and venous cannulas used in cardiac surgery to enable efficient blood drainage from the heart, optimizing surgical visibility and precision.","Extensive model range covering jugular, arterial, and venous cannula types | Optimized for surgical visibility and precision",Blood drainage from the heart during cardiac surgery,,"Models: KW-J15180 to KW-J25180 (jugular) | KW-A08100 to KW-A14115 (arterial) | KW-V08100 to KW-V29600S (venous, including straight and S variants)",NMPA 20233100619.,sleekflow-ultra.jpg,,,,General Surgery Department,KW-J15180 | KW-J17180 | KW-J19180 | KW-J21180 | KW-J23180 | KW-J25180 | KW-A08100 | KW-A10105 | KW-A12110 | KW-A14115 | KW-V08100 | KW-V10105 | KW-V12110 | KW-V14115 | KW-V15500 | KW-V17500 | KW-V19550 | KW-V21550 | KW-V23600 | KW-V25600 | KW-V27600 | KW-V29600 | KW-V15500S | KW-V17500S | KW-V19550S | KW-V21550S | KW-V23600S | KW-V25600S,,ACTIVE,,,,,,,cleared,,,,,,,,
smart-monitor,Smart Monitor™,MicroPort CardioFlow,Heart Failure and Electrophysiology,Cardiac monitoring,Bedside transmitter,Radio frequency bedside transmitter for MicroPort defibrillators,Smart Monitor™ is a radio frequency bedside transmitter for MicroPort defibrillators. It uses a SIM card to transmit data over the cellular network.,RF bedside transmission | SIM card cellular data transmission | Compatible with MicroPort defibrillators,Remote monitoring of implanted MicroPort defibrillators,,,CE I7 005178 0030 rev.00. PMDA 225ACBZI00051Z00. TGA 350770. FDA P980049/S141,smart-monitor.jpg,,,Heart Failure Management & Electrophysiology,Cardiology,,,ACTIVE,cleared,,,cleared,,,,,,cleared,,,cleared,,
smartview-connect,SmartView Connect™,MicroPort CardioFlow,Heart Failure and Electrophysiology,Cardiac monitoring,Bedside transmitter,Bluetooth bedside transmitter for overnight patient data transmission,SmartView Connect™ is a simple Bluetooth bedside transmitter that sends patient data overnight using a SIM card to transmit over the cellular network.,Bluetooth connectivity | SIM card cellular data transmission | Overnight data transfer,Remote monitoring of implanted MicroPort CRM devices,,,CE G70 005178 0043 Rev. 00. PMDA 303AABZX00039000. TGA 379251,smartview-connect.jpg,,,Heart Failure Management & Electrophysiology,Cardiology,,,ACTIVE,,,,cleared,,,,,,cleared,,,cleared,,
softport,SoftPort,MicroPort Lifesciences,Endocrinology and Reproductive Health,Infusion pumps & consumables,Disposable subcutaneous infusion set,Soft-cannula disposable infusion set for compatible insulin pumps,SoftPort is a disposable subcutaneous infusion set with a soft cannula designed for use with compatible insulin pumps and disposable insulin pump reservoirs for subcutaneous insulin infusion. It is under development with NMPA approval estimated for December 2025.,Soft cannula design | Compatible with insulin pumps and disposable reservoirs | Designed for subcutaneous infusion,Subcutaneous insulin infusion via compatible insulin pump systems,Patients using continuous subcutaneous insulin infusion therapy,,Estimated NMPA approval December 2025 (under development),softport.jpg,,,,Endocrinology | Internal Medicine | Geriatrics,,,ACTIVE,,,,,,,in progress,,,,,,,,
sonrtip,SonRtip™,MicroPort CardioFlow,Heart Failure and Electrophysiology,Leads,Atrial pacing lead with hemodynamic sensor,The only atrial pacing lead with SonR™ sensor for CRT-D devices,SonRtip™ is the only atrial pacing lead featuring the SonR™ hemodynamic sensor. It is compatible with all CRT-D SonR devices.,Only atrial lead with SonR™ sensor | Compatible with all CRT-D SonR devices,Atrial pacing in patients with CRT-D SonR devices,,Models: PS55D,CE I7 005178 0011 Rev.00. TGA 392590.,sonrtip.jpg,,,Heart Failure Management & Electrophysiology,Cardiology,PS55D | P130010/S001,,ACTIVE,cleared,,,cleared,,,cleared,,,,,,cleared,,
spiderflash-eventscope,SPIDERFLASH™ & EVENTSCOPE™,MicroPort CardioFlow,Heart Failure and Electrophysiology,Cardiac monitoring,Event loop recorder,Smart event loop recorder combining Holter monitoring with long-duration recording,"SPIDERFLASH™ is a smart event loop recorder that combines the accuracy of Holter monitoring with long-duration recording benefits, used with EVENTSCOPE™.",Event loop recording | Holter monitoring accuracy | Long-duration recording,Ambulatory arrhythmia assessment with long-duration event recording,,,CE A6_34232_rev5. TGA 226582. PMDA 302AABZX00080000,spiderflash-eventscope.jpg,,,Heart Failure Management & Electrophysiology,Cardiology,,,ACTIVE,,,,cleared,,,,,,cleared,,,cleared,,
spiderview-synescope,SPIDERVIEW® & SYNESCOPE®,MicroPort CardioFlow,Heart Failure and Electrophysiology,Cardiac monitoring,Ambulatory ECG Holter recorder,Long-term ambulatory ECG Holter recorder for arrhythmia assessment,SPIDERVIEW® is a long-term ambulatory ECG Holter recorder used together with SYNESCOPE® for arrhythmia assessment.,Long-term ambulatory ECG recording | Holter monitoring,Ambulatory arrhythmia assessment,,,CE A6_34232_rev5. FDA K032466,spiderview-synescope.jpg,,,Heart Failure Management & Electrophysiology,Cardiology,,,ACTIVE,cleared,,,cleared,,,,,,,,,,,
sunkite,SunKite™,MicroPort Endovastec,Aortic and Peripheral Vasculature,Embolization & filters,Detachable fibered embolization coil,Detachable fibered coil for peripheral vascular embolization,SunKite™ is a detachable fibered embolization coil indicated for blocking or reducing blood flow in peripheral vasculature during embolization procedures. Under development; NMPA approval is in progress.,Detachable fibered coil design,Blocking or reducing blood flow in peripheral vasculature during embolization procedures,,,Estimated NMPA approval December 2025 (under development).,,,,,,,,ACTIVE,,,,,,,in progress,,,,,,,,
syntheface-twist-peek-interference-screw,Syntheface® Twist PEEK Interference Screw,MicroPort Endophix,"Orthopedic Joint, Spine, and Trauma",Sports medicine & soft-tissue,PEEK interference screw,Direct tendon-to-bone compression fixation for ACL reconstruction,The Syntheface® PEEK Interference Screw is a direct tendon-to-bone interference fixation device that relies on screw threads to engage and compress the graft. It is most commonly used in ACL reconstruction.,PEEK material | Thread-based compression fixation | Tendon-to-bone interference fixation | ACL reconstruction applications,Anterior cruciate ligament reconstruction,,Screw Wings: 6mm | 8mm | 10mm | 12mm; Screws: 6mm | 7mm | 8mm | 9mm | 10mm,NMPA 20233130648.,syntheface-twist-peek-interference-screw.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Sports Medicine-Orthopaedics,Screw Wings: 6/8/10/12mm | Screws: 6/7/8/9/10mm,,ACTIVE,,,,,,,cleared,,,,,,,,
t6-t3-e8-e5-n8-n5,T6 T3/E8 E5/N8 N5,MicroPort Soaring CRM Shanghai Co. Ltd,Heart Failure and Electrophysiology,,Implantable Cardiac Pacemaker,Implantable Cardiac Pacemaker,Applicable for the treatment of bradyarrhythmia,,,,,NMPA: 20243121439.,s3:products/413b1169a0926916abb670419738948bc6028105820bb7b51912bf8e87d8af25.png,,,Heart Failure Management & Electrophysiology,Cardiology | Cardiac Surgery | Interventional Cardiology,T6 DR | T3 SR | E8 DR | E5 SR | N8 DR | N5 SR,,ACTIVE,,,,,,,cleared,,,,,,,,
tactic-antarctic,TACTIC® Antarctic™,AccuTarget,"Urology, Oncology, and Gastroenterology",Cryoablation systems & accessories,Dual-channel percutaneous cryoablation system,Compact dual-channel percutaneous cryotherapy system for tumor cryoablation,"TACTIC® Antarctic™ is a compact, efficient percutaneous cryotherapy system equipped with two ablation needle channels. It uses a single-modality percutaneous approach for tumor cryoablation and is positioned as a universal device for tumor cryoablation.",Dual ablation needle channels | Compact and efficient design | Single-modality percutaneous approach,Percutaneous cryoablation of solid tumors,Patients with solid tumors treatable via percutaneous cryoablation,Channels: 2,NMPA expected certification time: 2025 (under development),tactic-antarctic.jpg,,,Urology & Gastroenterology & Cancer Treatment,Interventional Department | Respiratory Department | Thoracic Surgery | Oncology | Hepatobiliary Surgery | Orthopedics | Urology | Breast Surgery | General Surgery,,,ACTIVE,,,,,,,in progress,,,,,,,,
tactic-fixed-targeted-cryoablation-needle,TACTIC® Fixed Targeted Ultra-low Cryoablation Needle,AccuTarget,"Urology, Oncology, and Gastroenterology",Cryoablation systems & accessories,Percutaneous cryoablation needle,World's first cryoablation needle using standard industrial nitrogen for percutaneous tumor treatment,"The TACTIC® Fixed Targeted Cryoablation Needle is the world's first cryoablation needle using standard industrial nitrogen as a coolant for percutaneous treatment of systemic solid tumors. Compatible with TACTIC®, LumiCryo™ SP, and related devices, it is available in 108 specifications across a range of diameters, cryozone lengths, needle lengths, and handle shapes.",World's first industrial nitrogen-cooled percutaneous cryoablation needle | 108 available specifications | Compatible with TACTIC® and LumiCryo™ SP series | Available in straight and right-angle handle shapes | Sharp and blunt tip options,Percutaneous cryoablation of systemic solid tumors,Patients with solid tumors requiring percutaneous cryoablation,Needle diameter: 1.5 mm | 2.5 mm | 3.5 mm | Cryozone length: 5 | 10 | 15 | 20 | 25 | 30 mm | Needle length: 125 | 175 | 250 mm | Handle: Straight (180°) | Right angle (90°) | Tip: Sharp | Blunt,"NMPA 202163011087, 20213010092",tactic-fixed-targeted-cryoablation-needle.jpg,,,Urology & Gastroenterology & Cancer Treatment,Interventional Department | Respiratory Department | Thoracic Surgery | Oncology | Hepatobiliary Surgery | Orthopedics | Urology | Breast Surgery | General Surgery,,,ACTIVE,,,,,,,cleared,,,,,,,,
tactic-four-channel,TACTIC® (Four-Channel),AccuTarget,"Urology, Oncology, and Gastroenterology",Cryoablation systems & accessories,Four-channel percutaneous cryoablation system,First cryoablation system using standard industrial gas as coolant,"TACTIC® is a four-channel, single-modality percutaneous cryoablation system and the world's first to use standard industrial nitrogen, argon, or nitrogen-argon mixed gas as the coolant. It is indicated for systemic solid tumors, with primary targeting of tumors up to 6 cm, covering lung, liver, kidney, prostate, bone and soft tissue, and breast tumors.","World's first to use standard industrial nitrogen/argon/mixed gas as coolant | Four ablation needle channels | Primary indication for tumors up to 6 cm | Broad organ coverage including lung, liver, kidney, prostate, bone, breast","Percutaneous cryoablation of systemic solid tumors including lung, liver, kidney, prostate, bone and soft tissue, and breast tumors",Patients with solid tumors up to 6 cm amenable to percutaneous cryoablation,Channels: 4 | Tumor size target: ≤6 cm,NMPA 20143011983,tactic-four-channel.jpg,,,Urology & Gastroenterology & Cancer Treatment,Interventional Department | Respiratory Department | Thoracic Surgery | Oncology | Hepatobiliary Surgery | Orthopedics | Urology | Breast Surgery | General Surgery,,,ACTIVE,,,,,,,cleared,,,,,,,,
tactic-maverick,TACTIC® Maverick™,AccuTarget,"Urology, Oncology, and Gastroenterology",Cryoablation systems & accessories,Twelve-channel percutaneous and thoracotomy cryoablation system,World's first twelve-channel cryoablation system compatible with all gas sources,"TACTIC® Maverick™ is the world's first percutaneous cryoablation system compatible with all types of gas sources, featuring 12 ablation needle channels. It offers unique advantages for tumors larger than 8 cm and performs conformal ablation on large, irregular tumors across the lung, liver, kidney, bone, and soft tissues. The system supports both percutaneous and thoracotomy approaches.",World's first system compatible with all gas source types | Twelve ablation needle channels | Unique advantage for tumors >8 cm | Supports percutaneous and thoracotomy approaches | Conformal ablation for large irregular multi-site tumors,"Percutaneous and thoracotomy cryoablation of large solid tumors including lung, liver, kidney, bone, and soft tissue",Patients with large solid tumors greater than 8 cm requiring cryoablation,Channels: 12 | Tumor size target: >8 cm,NMPA 20143011983,tactic-maverick.jpg,,,Urology & Gastroenterology & Cancer Treatment,Interventional Department | Respiratory Department | Thoracic Surgery | Oncology | Hepatobiliary Surgery | Orthopedics | Urology | Breast Surgery | General Surgery,,,ACTIVE,,,,,,,cleared,,,,,,,,
